Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Italy","NET.IT256A","RETE DI RILEVAMENTO QUALITA' DELL'ARIA DISTRETTI CHIETI-PESCARA","IT2165A","Villa Caldari","SPO.IT2165A_7_UV-P_2017-01-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","73.304","ug/m3","86.52","1","Background","Suburban","14.3558","42.2931","201.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2165A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1152A","REMESINA","SPO.IT1152A_7_UV-P_2006-10-24_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","44.240","ug/m3","99.79","1","Background","Suburban","10.8836","44.7994","25.0","Carpi                                                                           ","IT066C1                                           ","72369","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1152A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT256A","RETE DI RILEVAMENTO QUALITA' DELL'ARIA DISTRETTI CHIETI-PESCARA","IT2167A","Francavilla","SPO.IT2167A_7_UV-P_2017-01-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","57.949","ug/m3","93.20","1","Background","Suburban","14.2792","42.4214","6.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2167A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1179A","GHERARDI","SPO.IT1179A_7_UV-P_2001-01-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","53.462","ug/m3","92.97","1","Background","Rural","11.9611","44.8397","-2.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1179A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1910A","SARAGAT","SPO.IT1910A_7_UV-P_2010-04-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","42.605","ug/m3","98.94","1","Background","Suburban","10.3708","44.9261","30.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1910A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT252A","RETE REGIONALE UMBRIA","IT1180A","CORTONESE","SPO.IT1180A_7_UV-P_1998-06-02_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","49.721","ug/m3","94.52","1","Background","Urban","12.3661","43.1031","290.0","Perugia                                                                         ","IT016C1                                           ","164880","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1180A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1908A","SAVIGNANO","SPO.IT1908A_7_chemi_2010-04-19_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","43.655","ug/m3","92.49","1","Background","Suburban","12.4025","44.0958","32.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1908A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT2074A","CORTE BRUGNATELLA","SPO.IT2074A_7_UV-P_2010-04-30_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","77.671","ug/m3","98.49","1","Background","Rural","9.3669","44.7347","765.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2074A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1914A","SAN ROCCO","SPO.IT1914A_7_UV-P_2008-05-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","49.388","ug/m3","99.14","1","Background","Rural","10.6639","44.8731","22.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1914A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1917A","CENTO","SPO.IT1917A_7_UV-P_2010-04-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","46.743","ug/m3","94.76","1","Background","Suburban","11.2997","44.7383","16.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1917A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1919A","OSTELLATO","SPO.IT1919A_7_UV-P_2008-12-17_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","54.700","ug/m3","97.96","1","Background","Rural","11.9422","44.7417","0.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1919A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT2097A","CASTELLUCCIO","SPO.IT2097A_7_UV-P_2012-01-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","58.877","ug/m3","92.11","1","Background","Rural","10.9261","44.1500","811.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2097A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT253A","ARPACAL","IT2110A","Acri","SPO.IT2110A_7_UV-P_2014-12-15_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","49.360","ug/m3","97.19","1","Background","Urban","16.3868","39.4896","758.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2110A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT253A","ARPACAL","IT2112A","Rocca di Neto","SPO.IT2112A_7_UV-P_2014-10-14_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","70.830","ug/m3","95.86","1","Background","Suburban","17.0103","39.1875","71.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2112A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1911A","BADIA","SPO.IT1911A_7_UV-P_2008-02-19_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","60.279","ug/m3","96.71","1","Background","Rural","10.2889","44.6575","202.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1911A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT278A","EDISON SPA","IT2169A","Castions","SPO.IT2169A_7_UV-P_2007-01-10_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","51.822","ug/m3","91.39","1","Background","Rural","13.3019","45.8419","3.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2169A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT252A","RETE REGIONALE UMBRIA","IT2134A","Narni Scalo","SPO.IT2134A_7_UV-P_2013-06-18_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","55.183","ug/m3","86.27","1","Background","Suburban","12.5219","42.5342","95.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2134A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT253A","ARPACAL","IT2094A","Mammola","SPO.IT2094A_7_UV-P_2015-09-11_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","89.826","ug/m3","93.55","1","Background","Rural","16.2345","38.3909","660.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2094A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT0903A","CASTELLARANO","SPO.IT0903A_7_UV-P_2008-04-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","57.036","ug/m3","97.13","1","Background","Suburban","10.7339","44.5161","150.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT0903A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1451A","SAN PIETRO CAPOFIUME","SPO.IT1451A_7_UV-P_2001-01-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","50.927","ug/m3","94.32","1","Background","Rural","11.6394","44.6622","11.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1451A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT279A","RETE REGIONALE QUALITA' DELL'ARIA DELLA TOSCANA","IT1942A","GR-MAREMMA","SPO.IT1942A_7_UV-P_2007-07-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","78.053","ug/m3","94.58","1","Background","Rural","11.0942","42.6706","40.0","Grosseto                                                                        ","IT520C1                                           ","81912","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1942A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT256A","RETE DI RILEVAMENTO QUALITA' DELL'ARIA DISTRETTI CHIETI-PESCARA","IT2164A","ASL CEPAGATTI","SPO.IT2164A_7_UV-P_2017-01-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","70.448","ug/m3","76.16","1","Background","Rural","14.0678","42.3581","132.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2164A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1928A","DELTA CERVIA","SPO.IT1928A_7_UV-P_2009-02-25_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","52.871","ug/m3","96.45","1","Background","Suburban","12.3322","44.2839","0.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1928A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1043A","MARECCHIA","SPO.IT1043A_7_UV-P_2001-01-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","49.659","ug/m3","96.27","1","Background","Urban","12.5533","44.0625","6.0","Rimini                                                                          ","IT508C1                                           ","149335","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1043A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT2073A","PARCO EDILCARANI","SPO.IT2073A_7_UV-P_2014-01-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","51.253","ug/m3","98.79","1","Background","Urban","10.7914","44.5394","118.0","Sassuolo                                                                        ","IT073C1                                           ","40278","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2073A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT253A","ARPACAL","IT2087A","Municipio","SPO.IT2087A_7_UV-P_2014-10-14_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","70.476","ug/m3","92.05","1","Background","Suburban","16.2952","38.9596","140.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2087A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT267A","COMUNE DI VIBO VALENTIA","IT2093A","Parco Urbano","SPO.IT2093A_7_UV-P_2014-12-31_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","79.159","ug/m3","93.70","1","Background","Urban","16.0802","38.6646","467.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2093A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT256A","RETE DI RILEVAMENTO QUALITA' DELL'ARIA DISTRETTI CHIETI-PESCARA","IT2163A","Parco Nazionale Maiella","SPO.IT2163A_7_UV-P_2017-01-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","76.737","ug/m3","92.87","1","Background","Rural","14.0289","42.1194","913.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2163A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT258A","RETE COMUNALE DI REGGIO CALABRIA","IT2028A","Villa Comunale","SPO.IT2028A_7_UV-P_2014-09-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","47.546","ug/m3","95.58","1","Background","Urban","15.6388","38.1050","20.0","Reggio di Calabria                                                              ","IT025C1                                           ","174885","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2028A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT0544A","LUGAGNANO","SPO.IT0544A_7_UV-P_2011-01-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","63.870","ug/m3","99.06","1","Background","Suburban","9.8303","44.8239","210.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT0544A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT279A","RETE REGIONALE QUALITA' DELL'ARIA DELLA TOSCANA","IT1149A","PI-MONTECERBOLI","SPO.IT1149A_7_UV-P_2003-12-10_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","76.051","ug/m3","94.54","1","Background","Suburban","10.8817","43.2478","353.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1149A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT276A","RETE DI RILEVAMENTO QA DELLA ZONA DI PIANURA","IT2115A","Morsano","SPO.IT2115A_7_UV-P_2013-10-04_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","52.853","ug/m3","91.97","1","Background","Suburban","12.9259","45.8569","0.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2115A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1921A","GAVELLO","SPO.IT1921A_7_UV-P_2008-06-26_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","47.337","ug/m3","97.09","1","Background","Rural","11.1779","44.9278","4.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1921A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT253A","ARPACAL","IT2031A","Gioacchino da Fiore (via)","SPO.IT2031A_7_UV-P_2009-12-14_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","58.434","ug/m3","92.48","1","Background","Urban","17.1142","39.0681","37.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2031A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT0940A","S. LAZZARO","SPO.IT0940A_7_UV-P_1994-01-25_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","44.955","ug/m3","99.74","1","Background","Urban","10.6647","44.6908","50.0","Reggio nell'Emilia                                                              ","IT505C1                                           ","171084","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT0940A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT263A","ENPLUS-CTE-S.SEVERO-FG","IT2142A","Azienda Russo","SPO.IT2142A_7_UV-P_2013-01-01_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","64.137","ug/m3","90.39","1","Background","Rural","15.4408","41.5467","150.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2142A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1918A","VILLA FULVIA","SPO.IT1918A_7_UV-P_2008-09-30_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","48.449","ug/m3","98.76","1","Background","Urban","11.6497","44.8250","9.0","Ferrara                                                                         ","IT507C1                                           ","132899","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1918A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1924A","BESENZONE","SPO.IT1924A_7_UV-P_2008-01-11_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","47.271","ug/m3","97.28","1","Background","Rural","10.0192","44.9894","48.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1924A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1204A","CAORLE","SPO.IT1204A_7_UV-P_2013-12-18_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","51.979","ug/m3","97.17","1","Background","Urban","12.2256","44.4200","4.0","Ravenna                                                                         ","IT506C1                                           ","158247","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT1204A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT268A","A2A","IT2130A","A2A Doberdo'","SPO.IT2130A_7_UV-P_2013-12-19_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","71.003","ug/m3","93.31","1","Background","Rural","13.5431","45.8430","114.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2130A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Italy","NET.IT268A","A2A","IT2131A","A2A Fossalon","SPO.IT2131A_7_UV-P_2013-12-16_00:00:00","O3","Ozone (air)","P1Y","Annual mean / 1 calendar year","2019","63.495","ug/m3","94.92","1","Background","Rural","13.4864","45.7316","0.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA.IT2131A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
