Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Luxembourg","NET-LU005A","Air Quality Luxembourg","LU0104A","Beckerich","SPO-LU0104A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","10.281","ug/m3","94.30","1","Background","Rural","5.8471","49.7318","288.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=LU&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-LU0104A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00437","Westmaas-Groeneweg","SPO-NL00437_00008_101","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","17.091","ug/m3","96.40","1","Background","Rural","4.4505","51.7866","-1.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00437&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Montenegro","NET-ME001A","National Monitoring Network Montenegro","ME0009A","Niksic2","SPO-ME0009A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.888","ug/m3","82.11","1","Background","Urban","18.9429","42.7812","629.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=ME&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-ME0009A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Luxembourg","NET-LU005A","Air Quality Luxembourg","LU0105A","Beidweiler","SPO-LU0105A_00008_101","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","8.987","ug/m3","97.36","1","Background","Rural","6.3053","49.7223","319.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=LU&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-LU0105A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Lithuania","NET-LT002A","""Integrated Monitoring Network""","LT00051","""Aukstaitija""","SPO-LT00051_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","1.339","ug/m3","99.45","1","Background","Rural","26.0042","55.4633","180.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=LT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-LT00051&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","var"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00404","Den Haag-Rebecquestraat","SPO-NL00404_00008_111","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","22.344","ug/m3","99.62","1","Background","Urban","4.2892","52.0771","2.0","Greater 's-Gravenhage                                                           ","NL001C2                                           ","769888","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00404&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00633","Zegveld-Oude Meije","SPO-NL00633_00008_101","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.463","ug/m3","97.88","1","Background","Rural","4.8382","52.1379","-2.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00633&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00538","Wieringerwerf-Medemblikkerweg","SPO-NL00538_00008_111","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.111","ug/m3","99.16","1","Background","Rural","5.0505","52.8037","-4.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00538&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00644","Cabauw-Wielsekade","SPO-NL00644_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","15.836","ug/m3","99.28","1","Background","Rural","4.9233","51.9745","1.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00644&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Luxembourg","NET-LU005A","Air Quality Luxembourg","LU0102A","Esch/Alzette","SPO-LU0102A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","23.842","ug/m3","97.33","1","Background","Urban","5.9769","49.5050","287.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=LU&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-LU0102A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Malta","NET-MT001A","Maltese Islands Network","MT00008","Attard Station","SPO-MT00008_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","11.648","ug/m3","92.33","1","Background","Urban","14.4345","35.8900","86.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=MT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-MT00008&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00722","Eibergen-Lintveldseweg","SPO-NL00722_00008_111","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","13.826","ug/m3","99.26","1","Background","Rural","6.6054","52.0918","19.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00722&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00230","Biest Houtakker-Biestsestraat","SPO-NL00230_00008_101","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","20.921","ug/m3","97.31","1","Background","Rural","5.1485","51.5184","15.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00230&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00444","De Zilk-Vogelaarsdreef","SPO-NL00444_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.385","ug/m3","99.52","1","Background","Rural","4.5108","52.2966","4.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00444&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00938","Groningen-Nijensteinheerd","SPO-NL00938_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","10.730","ug/m3","91.56","1","Background","Suburban","6.6089","53.2465","-1.0","Groningen                                                                       ","NL007C1                                           ","231299","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00938&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL049A","Amsterdamse Meetnet Luchtkwaliteit","NL00014","Amsterdam-Vondelpark","SPO-NL00014_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","21.863","ug/m3","99.74","1","Background","Urban","4.8662","52.3597","2.0","Greater Amsterdam                                                               ","NL002C2                                           ","996915","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00014&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Malta","NET-MT001A","Maltese Islands Network","MT00004","Zejtun Station","SPO-MT00004_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.789","ug/m3","92.97","1","Background","Urban","14.5390","35.8523","56.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=MT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-MT00004&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL049A","Amsterdamse Meetnet Luchtkwaliteit","NL00701","Zaandam-Wagenschotpad","SPO-NL00701_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","21.326","ug/m3","98.26","1","Background","Urban","4.8167","52.4480","1.0","Zaanstad                                                                        ","NL502C1                                           ","155885","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00701&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"North Macedonia","NET-MK005A","State Air Quality Monitoring Network","MK0036A","Kumanovo","SPO-MK0036A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","21.183","ug/m3","99.93","1","Background","Urban","21.7147","42.1356","337.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=MK&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-MK0036A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00446","Den Haag-Bleriotlaan","SPO-NL00446_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","24.224","ug/m3","97.51","1","Background","Suburban","4.3594","52.0390","-2.0","Greater 's-Gravenhage                                                           ","NL001C2                                           ","769888","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00446&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00247","Veldhoven-Europalaan","SPO-NL00247_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","16.884","ug/m3","99.49","1","Background","Urban","5.3933","51.4074","22.0","Greater Eindhoven                                                               ","NL005C2                                           ","276979","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00247&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00442","Dordrecht-Bamendaweg","SPO-NL00442_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","20.670","ug/m3","97.95","1","Background","Urban","4.7082","51.8007","1.0","Greater Rotterdam                                                               ","NL003C2                                           ","1232747","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00442&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Lithuania","NET-LT002A","""Integrated Monitoring Network""","LT00054","""Preila""","SPO-LT00054_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","0.818","ug/m3","99.18","1","Background","Rural","21.0308","55.3764","5.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=LT&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-LT00054&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00934","Kollumerwaard-Hooge Zuidwal","SPO-NL00934_00008_111","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","8.136","ug/m3","97.76","1","Background","Rural","6.2768","53.3304","1.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00934&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00807","Hellendoorn-Luttenbergerweg","SPO-NL00807_00008_101","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","11.264","ug/m3","98.89","1","Background","Rural","6.4029","52.3883","7.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00807&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Luxembourg","NET-LU005A","Air Quality Luxembourg","LU0101A","Luxembourg Bonnevoie","SPO-LU0101A_00008_101","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","30.640","ug/m3","93.04","1","Background","Urban","6.1376","49.5977","275.0","Luxembourg                                                                      ","LU001C1                                           ","115227","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=LU&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-LU0101A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL049A","Amsterdamse Meetnet Luchtkwaliteit","NL00703","Amsterdam-Spaarnwoude","SPO-NL00703_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","18.794","ug/m3","99.53","1","Background","Rural","4.7286","52.3984","1.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00703&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL049A","Amsterdamse Meetnet Luchtkwaliteit","NL00019","Amsterdam-Oude Schans","SPO-NL00019_00008_101","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","25.282","ug/m3","96.26","1","Background","Urban","4.9044","52.3721","2.0","Greater Amsterdam                                                               ","NL002C2                                           ","996915","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00019&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00918","Balk-Trophornsterweg","SPO-NL00918_00008_101","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","10.082","ug/m3","99.21","1","Background","Rural","5.5735","52.9169","1.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00918&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00929","Valthermond-Noorderdiep","SPO-NL00929_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","10.376","ug/m3","96.32","1","Background","Rural","6.9324","52.8757","10.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00929&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL049A","Amsterdamse Meetnet Luchtkwaliteit","NL00022","Amsterdam-Sportpark Ookmeer (Osdorp)","SPO-NL00022_00008_101","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","18.813","ug/m3","98.40","1","Background","Urban","4.7933","52.3668","-1.0","Greater Amsterdam                                                               ","NL002C2                                           ","996915","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00022&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"North Macedonia","NET-MK005A","State Air Quality Monitoring Network","MK0030A","Gazi Baba","SPO-MK0030A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","3.514","ug/m3","93.52","1","Background","Suburban","21.4636","42.0036","250.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=MK&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-MK0030A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"North Macedonia","NET-MK005A","State Air Quality Monitoring Network","MK0048A","Karpos","SPO-MK0048A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","14.139","ug/m3","93.70","1","Background","Urban","21.3870","42.0060","255.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=MK&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-MK0048A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"North Macedonia","NET-MK005A","State Air Quality Monitoring Network","MK0042A","Lazaropole","SPO-MK0042A_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","1.227","ug/m3","90.22","1","Background","Rural","20.6989","41.5358","1333.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=MK&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-MK0042A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL049A","Amsterdamse Meetnet Luchtkwaliteit","NL00003","Amsterdam-Nieuwendammerdijk","SPO-NL00003_00008_101","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","19.629","ug/m3","96.83","1","Background","Urban","4.9438","52.3893","1.0","Greater Amsterdam                                                               ","NL002C2                                           ","996915","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00003&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL010A","Landelijk Meetnet Luchtkwaliteit","NL00738","Wekerom-Riemterdijk","SPO-NL00738_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","13.727","ug/m3","99.71","1","Background","Rural","5.7084","52.1116","18.0","Greater Ede                                                                     ","NL512C2                                           ","154484","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00738&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL049A","Amsterdamse Meetnet Luchtkwaliteit","NL00021","Amsterdam-Kantershof (Zuid Oost)","SPO-NL00021_00008_101","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","18.658","ug/m3","97.57","1","Background","Urban","4.9884","52.3207","-3.0","Greater Amsterdam                                                               ","NL002C2                                           ","996915","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00021&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Norway","NET_NO002R","NO002R","NO0015R","Tustervatn","SPO_NO0015R_8_1549","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","0.450","ug/m3","100.00","1","Background","Rural","13.9065","65.8309","440.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NO&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_NO0015R&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","day"
"Netherlands","NET-NL052A","Meetnet Provincie Noord Holland","NL00561","Badhoevedorp-Sloterweg","SPO-NL00561_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","25.831","ug/m3","99.12","1","Background","Rural","4.7740","52.3340","1.0","Haarlemmermeer                                                                  ","NL508C1                                           ","154235","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00561&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Poland","NET_PL_DS_AQ","Dolnośląska Sieć Monitoringu Powietrza","PL0317A","Oława, ul. Żołnierzy Armii Krajowej","SPO_PL0317A_8_001","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","16.492","ug/m3","98.30","1","Background","Urban","17.2913","50.9421","130.0","","","","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_PL0317A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL052A","Meetnet Provincie Noord Holland","NL00565","Oude Meer-Aalsmeerderdijk","SPO-NL00565_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","22.183","ug/m3","98.74","1","Background","Rural","4.7708","52.2800","1.0","Haarlemmermeer                                                                  ","NL508C1                                           ","154235","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00565&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Netherlands","NET-NL052A","Meetnet Provincie Noord Holland","NL00564","Hoofddorp-Hoofdweg","SPO-NL00564_00008_100","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","21.206","ug/m3","99.47","1","Background","Rural","4.7150","52.3275","1.0","Haarlemmermeer                                                                  ","NL508C1                                           ","154235","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NL&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA-NL00564&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
"Norway","NET_NO004A","NO004A","NO0108A","Rolland, Åsane","SPO_NO0108A_8_2076","NO2","Nitrogen dioxide (air)","P1Y","Annual mean / 1 calendar year","2019","5.739","ug/m3","98.40","1","Background","Suburban","5.3325","60.4627","95.0","Bergen                                                                          ","NO002C1                                           ","267950","E1a/validated data AQ e-Reporting","10/01/2024 06:41:30","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=NO&CityName=&Pollutant=8&Year_from=2019&Year_to=2019&Station=STA_NO0108A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=","hour"
